Time, a.x, a.y, a.z, g.x, g.y, g.z, m.x, m.y, m.z
40520, 0.21, -0.08, 0.92, 4.30, -1.24, -0.40, -0.03, 0.26, -0.39
40589, 0.20, -0.09, 0.94, -0.09, -1.64, 3.56, -0.03, 0.26, -0.38
40658, 0.20, -0.09, 0.97, -2.05, -1.20, -0.98, -0.03, 0.26, -0.38
40728, 0.21, -0.05, 0.92, 6.22, 0.74, 8.91, -0.04, 0.26, -0.38
40797, 0.23, -0.03, 0.92, -3.83, 0.30, 0.21, -0.04, 0.27, -0.37
40865, 0.22, -0.08, 0.97, -3.01, -0.37, -2.37, -0.03, 0.26, -0.38
40947, 0.21, -0.04, 0.89, -0.23, 0.81, 1.48, -0.03, 0.26, -0.38
41033, 0.21, 0.01, 0.94, -1.17, -2.38, 2.52, -0.03, 0.26, -0.38
41103, 0.20, -0.11, 1.00, 0.15, -2.62, -3.69, -0.03, 0.26, -0.39
41172, 0.23, -0.05, 0.87, 3.45, 6.16, -8.36, -0.03, 0.26, -0.39
41242, 0.25, -0.11, 1.00, 7.93, -11.73, -8.15, -0.03, 0.26, -0.38
41311, 0.23, 0.00, 0.93, 2.86, -8.96, -16.79, -0.04, 0.26, -0.38
41380, 0.19, -0.31, 0.96, -13.33, -11.23, -27.00, -0.04, 0.26, -0.38
41449, 0.14, 0.12, 0.84, -32.17, -20.17, 1.28, -0.04, 0.25, -0.38
41518, 0.13, -0.14, 1.01, -4.05, -8.67, -41.41, -0.05, 0.24, -0.38
41592, 0.10, -0.07, 0.88, -9.74, -32.97, -62.35, -0.05, 0.24, -0.38
41662, 0.04, 0.14, 0.91, -13.20, -16.83, -64.08, -0.06, 0.22, -0.38
41731, 0.05, -0.16, 0.98, 12.60, -32.96, -71.57, -0.07, 0.20, -0.37
41800, 0.05, -0.04, 0.91, 1.60, -8.37, -33.38, -0.07, 0.20, -0.36
41870, 0.05, -0.28, 1.03, 27.32, -8.79, -32.33, -0.08, 0.20, -0.36
41939, 0.04, 0.07, 0.84, 18.15, 12.57, 15.09, -0.07, 0.20, -0.36
42009, 0.04, -0.04, 0.98, -2.35, -0.43, -22.42, -0.07, 0.20, -0.36
42083, 0.05, -0.01, 0.89, -3.29, 6.54, -18.65, -0.07, 0.20, -0.37
42152, 0.06, -0.22, 0.96, -7.70, -1.42, -31.17, -0.07, 0.20, -0.36
42222, 0.04, -0.07, 0.99, -0.76, 0.13, 3.28, -0.07, 0.19, -0.36
42290, 0.06, -0.25, 0.84, 10.06, -3.12, 1.41, -0.07, 0.19, -0.36
42359, 0.03, -0.06, 0.96, 8.07, -4.82, -7.60, -0.07, 0.19, -0.35
42430, 0.01, -0.07, 1.10, -2.40, -0.17, 1.97, -0.07, 0.19, -0.36
42498, 0.06, -0.09, 0.94, 20.54, 17.01, 9.56, -0.07, 0.19, -0.35
42567, 0.07, -0.11, 0.89, 7.54, 16.05, -6.09, -0.06, 0.20, -0.36
42649, 0.14, -0.10, 0.84, -17.09, 24.18, -11.13, -0.06, 0.19, -0.37
42717, 0.01, -0.12, 0.85, -15.47, -3.89, 3.40, -0.05, 0.19, -0.37
42786, 0.06, -0.08, 0.85, -25.64, 23.60, -8.46, -0.05, 0.18, -0.37
42855, 0.15, 0.04, 1.11, -16.99, 6.91, -18.58, -0.05, 0.16, -0.37
42925, 0.18, -0.05, 0.94, 19.51, -26.66, -8.54, -0.04, 0.16, -0.37
42994, 0.03, -0.06, 0.91, 19.48, -6.56, -20.39, -0.05, 0.16, -0.37
43064, 0.09, -0.02, 1.09, -21.66, -14.57, -22.00, -0.05, 0.16, -0.36
43133, 0.05, -0.04, 0.99, 17.08, -22.65, 2.69, -0.05, 0.16, -0.37
43206, 0.04, -0.10, 0.77, 7.81, 7.39, -6.97, -0.05, 0.17, -0.36
43276, 0.08, -0.08, 0.94, -2.67, -15.83, 0.05, -0.05, 0.17, -0.37
43346, 0.03, -0.08, 1.00, -2.15, -22.99, 5.00, -0.06, 0.17, -0.36
43416, 0.04, -0.08, 0.91, -1.93, -2.88, -7.45, -0.06, 0.16, -0.36
43485, -0.00, -0.06, 0.97, -5.17, -1.58, -0.56, -0.07, 0.17, -0.36
43554, -0.02, -0.08, 1.04, 5.06, -25.58, -6.40, -0.06, 0.16, -0.36
43623, -0.01, -0.08, 0.92, 0.50, 0.69, 4.92, -0.07, 0.16, -0.36
43695, -0.01, -0.08, 0.97, -5.90, 3.09, 3.39, -0.07, 0.16, -0.36
43764, 0.02, -0.08, 0.90, -0.81, 9.90, 1.48, -0.07, 0.15, -0.35
43833, -0.02, -0.03, 1.00, -4.80, -22.27, 2.60, -0.07, 0.15, -0.35
43902, -0.02, -0.06, 0.94, 0.04, -2.51, 5.19, -0.07, 0.16, -0.35
43970, 0.00, -0.04, 0.92, 1.66, 5.00, -2.35, -0.08, 0.16, -0.35
44038, -0.06, -0.07, 1.01, 2.60, -5.07, -1.53, -0.08, 0.16, -0.35
44106, -0.00, -0.05, 0.90, -1.07, 4.89, 0.09, -0.08, 0.16, -0.36
44176, -0.00, -0.02, 0.95, 5.05, -9.70, 8.23, -0.07, 0.16, -0.36
