Time, a.x, a.y, a.z, g.x, g.y, g.z, m.x, m.y, m.z
56947, -0.98, -0.04, -0.03, 1.95, -1.06, -1.68, -0.48, 0.35, 0.06
56976, -0.98, -0.04, -0.03, 0.95, -0.83, -0.88, -0.48, 0.35, 0.07
57006, -0.98, -0.04, -0.03, 1.55, -0.67, -1.01, -0.48, 0.35, 0.07
57036, -0.98, -0.04, -0.03, 1.92, -1.09, -1.53, -0.48, 0.35, 0.08
57066, -0.98, -0.04, -0.03, 1.67, -0.96, -1.56, -0.48, 0.35, 0.06
57108, -0.98, -0.04, -0.03, 0.59, -0.82, -1.09, -0.48, 0.35, 0.06
57139, -0.98, -0.04, -0.03, 1.09, -0.87, -1.16, -0.48, 0.35, 0.07
57168, -0.98, -0.04, -0.03, 1.31, -1.04, -1.44, -0.48, 0.35, 0.07
57221, -0.98, -0.04, -0.03, 0.41, -0.59, -0.83, -0.48, 0.35, 0.07
57251, -0.98, -0.04, -0.03, 1.01, -0.88, -0.98, -0.48, 0.35, 0.07
57281, -0.98, -0.04, -0.03, 1.14, -1.09, -1.34, -0.48, 0.35, 0.06
57311, -0.98, -0.04, -0.03, 0.47, -0.98, -1.48, -0.48, 0.35, 0.06
57340, -0.98, -0.04, -0.03, 0.39, -0.49, -0.59, -0.48, 0.35, 0.07
57373, -0.98, -0.04, -0.03, 0.62, -0.76, -0.75, -0.48, 0.35, 0.06
57405, -0.98, -0.04, -0.03, 0.52, -0.77, -0.92, -0.48, 0.35, 0.06
57433, -0.98, -0.04, -0.03, 0.50, -1.07, -1.54, -0.49, 0.35, 0.07
57462, -0.98, -0.04, -0.03, 0.71, -0.71, -0.79, -0.49, 0.35, 0.07
57491, -0.98, -0.04, -0.03, 0.81, -0.86, -1.09, -0.48, 0.35, 0.06
57520, -0.98, -0.04, -0.03, 0.76, -0.70, -1.02, -0.48, 0.35, 0.06
57551, -0.98, -0.04, -0.03, 0.51, -0.53, -0.59, -0.48, 0.35, 0.07
57585, -0.98, -0.04, -0.03, 0.60, -0.50, -0.38, -0.48, 0.35, 0.07
57615, -0.98, -0.04, -0.03, 0.60, -0.79, -0.96, -0.48, 0.35, 0.07
57646, -0.98, -0.04, -0.03, 0.77, -0.80, -1.15, -0.49, 0.35, 0.07
57676, -0.98, -0.04, -0.03, 0.52, -0.81, -1.11, -0.49, 0.35, 0.07
57705, -0.98, -0.04, -0.03, 0.67, -0.30, -0.29, -0.48, 0.35, 0.07
57734, -0.98, -0.04, -0.03, 0.93, -0.99, -0.94, -0.48, 0.35, 0.07
57765, -0.98, -0.04, -0.03, 0.63, -0.91, -1.13, -0.48, 0.35, 0.07
57795, -0.98, -0.04, -0.03, 0.58, -0.86, -0.92, -0.48, 0.35, 0.07
57828, -0.98, -0.04, -0.03, 0.67, -0.53, -0.62, -0.48, 0.35, 0.07
57860, -0.98, -0.04, -0.03, 0.87, -0.52, -0.76, -0.48, 0.35, 0.07
57889, -0.98, -0.04, -0.03, 0.62, -1.04, -1.50, -0.48, 0.35, 0.07
57920, -0.98, -0.04, -0.03, 0.98, -0.71, -0.93, -0.48, 0.35, 0.07
57949, -0.98, -0.04, -0.03, 0.81, -0.55, -0.73, -0.48, 0.35, 0.06
57977, -0.98, -0.04, -0.03, 0.69, -0.42, -0.51, -0.48, 0.35, 0.06
58006, -0.98, -0.04, -0.03, 0.89, -0.91, -1.24, -0.47, 0.35, 0.07
58035, -0.98, -0.04, -0.03, 1.28, -0.95, -1.34, -0.48, 0.35, 0.07
58067, -0.98, -0.04, -0.03, 0.79, -0.86, -1.12, -0.48, 0.35, 0.07
58098, -0.98, -0.04, -0.03, 0.62, -0.75, -0.88, -0.48, 0.35, 0.07
58128, -0.98, -0.04, -0.03, 0.72, -0.47, -0.60, -0.48, 0.35, 0.07
58160, -0.98, -0.04, -0.03, 0.81, -0.74, -1.01, -0.48, 0.36, 0.06
58189, -0.98, -0.04, -0.03, 0.44, -0.94, -1.37, -0.48, 0.35, 0.07
58220, -0.98, -0.04, -0.03, 0.58, -0.61, -0.57, -0.48, 0.35, 0.07
58249, -0.98, -0.04, -0.03, 0.72, -0.87, -1.14, -0.48, 0.35, 0.06
58281, -0.98, -0.04, -0.03, 0.95, -0.77, -0.98, -0.48, 0.35, 0.06
58311, -0.98, -0.04, -0.03, 0.91, -0.74, -1.06, -0.48, 0.35, 0.06
58341, -0.98, -0.04, -0.03, 0.56, -0.74, -1.13, -0.47, 0.35, 0.05
58371, -0.98, -0.04, -0.03, 0.78, -0.50, -0.25, -0.47, 0.35, 0.05
58400, -0.98, -0.04, -0.03, 0.62, -0.54, -0.72, -0.48, 0.35, 0.06
58430, -0.98, -0.04, -0.03, 0.79, -0.62, -1.09, -0.48, 0.35, 0.06
58461, -0.98, -0.04, -0.03, 0.70, -0.88, -1.31, -0.48, 0.35, 0.06
58490, -0.98, -0.04, -0.03, 0.95, -0.88, -1.13, -0.48, 0.35, 0.06
58523, -0.98, -0.04, -0.03, 0.41, -0.38, -0.18, -0.48, 0.35, 0.07
58555, -0.98, -0.04, -0.03, 0.82, -0.85, -1.01, -0.48, 0.35, 0.06
58585, -0.98, -0.04, -0.03, 0.69, -0.97, -1.09, -0.48, 0.35, 0.06
58615, -0.98, -0.04, -0.03, 0.58, -1.01, -1.44, -0.48, 0.35, 0.06
58646, -0.98, -0.04, -0.03, 0.52, -0.60, -0.68, -0.48, 0.35, 0.06
58675, -0.98, -0.04, -0.03, 0.74, -0.72, -0.82, -0.48, 0.35, 0.06
58704, -0.98, -0.04, -0.03, 0.73, -0.79, -1.11, -0.47, 0.35, 0.06
58735, -0.98, -0.04, -0.03, 0.63, -0.81, -1.03, -0.47, 0.35, 0.06
58769, -0.98, -0.04, -0.03, 0.55, -0.88, -1.21, -0.48, 0.35, 0.07
58799, -0.98, -0.04, -0.03, 0.59, -0.64, -0.55, -0.48, 0.36, 0.06
58830, -0.98, -0.04, -0.03, 0.58, -0.78, -1.01, -0.48, 0.36, 0.06
58859, -0.98, -0.04, -0.03, 0.61, -0.74, -0.92, -0.47, 0.35, 0.06
58889, -0.98, -0.04, -0.03, 0.71, -0.66, -0.81, -0.47, 0.35, 0.06
58918, -0.98, -0.04, -0.03, 0.58, -0.69, -1.09, -0.48, 0.35, 0.06
58949, -0.98, -0.04, -0.03, 0.70, -0.81, -1.14, -0.48, 0.35, 0.06
59005, -0.98, -0.04, -0.03, 0.73, -0.74, -0.97, -0.48, 0.35, 0.05
59047, -0.98, -0.04, -0.03, 1.93, -0.85, -1.07, -0.48, 0.35, 0.05
59078, -0.98, -0.04, -0.03, 1.02, -1.08, -1.92, -0.48, 0.35, 0.06
59108, -0.98, -0.04, -0.03, 0.91, -0.95, -0.83, -0.48, 0.35, 0.06
59137, -0.98, -0.05, -0.03, 2.70, -0.67, -0.17, -0.48, 0.35, 0.06
59166, -0.98, -0.04, -0.03, 0.95, -0.81, -0.96, -0.48, 0.35, 0.06
59198, -0.98, -0.04, -0.03, 1.88, -1.43, -2.29, -0.48, 0.35, 0.06
59226, -0.98, -0.04, -0.03, 2.04, -1.43, -2.68, -0.48, 0.34, 0.06
59258, -0.98, -0.04, -0.03, 0.57, -0.96, -0.80, -0.48, 0.35, 0.06
59289, -0.98, -0.04, -0.03, -0.25, -0.57, -0.08, -0.48, 0.35, 0.06
59318, -0.98, -0.04, -0.03, -0.64, -0.41, -0.45, -0.48, 0.35, 0.06
59347, -0.98, -0.04, -0.03, -0.50, -0.75, -0.88, -0.48, 0.35, 0.06
59378, -0.98, -0.04, -0.03, 0.03, -0.62, -0.48, -0.48, 0.35, 0.05
59409, -0.98, -0.05, -0.03, -1.45, -0.20, 0.11, -0.48, 0.35, 0.06
59438, -0.98, -0.04, -0.02, -3.70, -0.59, -0.86, -0.48, 0.35, 0.06
59471, -0.98, -0.04, -0.03, -1.38, -0.97, -1.13, -0.48, 0.35, 0.05
59499, -0.98, -0.04, -0.03, 0.74, -0.93, -1.12, -0.48, 0.35, 0.05
59528, -0.98, -0.04, -0.03, 0.60, -0.69, -1.01, -0.48, 0.35, 0.06
59558, -0.98, -0.04, -0.03, 0.44, -0.74, -1.16, -0.48, 0.35, 0.06
59588, -0.98, -0.04, -0.03, -0.68, -0.90, -1.12, -0.48, 0.35, 0.06
59617, -0.98, -0.04, -0.03, 1.00, -1.10, -1.31, -0.49, 0.35, 0.06
59646, -0.98, -0.04, -0.03, 0.88, -0.78, -0.88, -0.49, 0.35, 0.06
59678, -0.98, -0.04, -0.03, 0.43, -0.60, -1.12, -0.48, 0.35, 0.06
59712, -0.98, -0.04, -0.03, 0.38, -0.71, -0.95, -0.48, 0.35, 0.06
59741, -0.98, -0.04, -0.03, 0.26, -0.94, -1.15, -0.48, 0.35, 0.06
59772, -0.98, -0.04, -0.03, 0.54, -0.70, -0.89, -0.48, 0.35, 0.06
59802, -0.98, -0.04, -0.03, 0.52, -0.79, -1.06, -0.48, 0.35, 0.06
59833, -0.98, -0.04, -0.03, 0.74, -0.70, -0.95, -0.48, 0.35, 0.06
59863, -0.98, -0.04, -0.03, 0.35, -0.63, -1.08, -0.48, 0.35, 0.06
59893, -0.98, -0.04, -0.03, -0.82, -0.70, -1.17, -0.48, 0.35, 0.06
59923, -0.98, -0.04, -0.03, 0.03, -0.52, -0.83, -0.48, 0.35, 0.07
59955, -0.99, -0.04, -0.03, -0.59, -0.45, -0.98, -0.48, 0.35, 0.07
59985, -0.98, -0.04, -0.03, -1.32, -0.11, -0.99, -0.47, 0.35, 0.06
60015, -0.98, -0.03, -0.02, -2.59, 0.24, -1.05, -0.47, 0.35, 0.06
60044, -0.98, -0.04, -0.03, 0.90, -1.56, -0.74, -0.48, 0.35, 0.06
60073, -0.98, -0.04, -0.03, 0.77, -0.68, -0.92, -0.48, 0.35, 0.06
60103, -0.98, -0.04, -0.03, 0.69, -0.75, -1.01, -0.48, 0.35, 0.06
60133, -0.98, -0.04, -0.03, 0.93, -0.53, -1.08, -0.48, 0.35, 0.06
60167, -0.98, -0.04, -0.02, 0.01, 0.80, -1.02, -0.48, 0.35, 0.06
60196, -0.98, -0.04, -0.03, -1.32, -0.21, -0.95, -0.47, 0.35, 0.06
60227, -0.98, -0.04, -0.02, -1.71, 0.76, -1.70, -0.48, 0.35, 0.06
60256, -0.98, -0.04, -0.02, 0.11, 1.90, -2.79, -0.48, 0.35, 0.06
60288, -0.98, -0.04, -0.02, -0.80, 1.74, -3.75, -0.47, 0.35, 0.06
60317, -0.99, -0.04, -0.02, -1.14, 3.47, -4.58, -0.47, 0.35, 0.06
60348, -0.99, -0.03, -0.01, 1.42, 7.23, -4.77, -0.47, 0.34, 0.06
60378, -0.98, -0.03, -0.01, 3.81, 6.82, -1.71, -0.47, 0.34, 0.06
60410, -0.98, -0.03, -0.00, -0.63, 2.11, 4.22, -0.47, 0.34, 0.06
60440, -0.99, -0.04, -0.01, -1.95, 0.03, 8.95, -0.47, 0.34, 0.05
60469, -0.98, -0.07, -0.02, -1.10, 2.47, 2.43, -0.47, 0.34, 0.05
60497, -0.98, -0.04, -0.00, -0.74, 4.19, -1.59, -0.47, 0.34, 0.05
60528, -0.98, -0.04, -0.00, 1.58, 3.68, -2.00, -0.47, 0.34, 0.05
60556, -0.99, -0.04, -0.01, 3.05, 6.48, -3.11, -0.47, 0.34, 0.05
60588, -0.99, -0.05, -0.00, 4.82, 18.66, -4.24, -0.46, 0.34, 0.05
60617, -0.99, -0.04, 0.01, 1.09, 26.10, -7.00, -0.46, 0.34, 0.05
60650, -0.98, -0.03, 0.03, 12.07, 34.55, -3.49, -0.46, 0.32, 0.03
60679, -0.98, -0.05, 0.05, 7.95, 36.98, -1.39, -0.46, 0.32, 0.03
60708, -0.97, -0.01, 0.09, 12.48, 40.11, -4.85, -0.47, 0.33, 0.01
60737, -0.96, -0.01, 0.12, 13.97, 30.40, 2.83, -0.48, 0.32, -0.00
60768, -0.97, -0.04, 0.11, 3.34, 15.03, 11.80, -0.48, 0.32, -0.00
60796, -0.97, -0.06, 0.11, -0.62, 12.48, 10.51, -0.48, 0.33, -0.01
60838, -0.99, -0.05, 0.11, 0.21, 30.06, -8.23, -0.48, 0.33, -0.02
60892, -0.96, -0.01, 0.19, 16.35, 49.44, -14.20, -0.49, 0.32, -0.04
60920, -0.94, -0.04, 0.21, 10.63, 39.08, -1.63, -0.49, 0.32, -0.04
60950, -0.93, -0.04, 0.23, -8.78, 21.42, 5.22, -0.49, 0.32, -0.06
60978, -0.95, -0.02, 0.22, -9.90, 11.59, 3.85, -0.49, 0.32, -0.06
61008, -0.95, -0.04, 0.22, 3.22, 16.79, 0.32, -0.49, 0.33, -0.07
61038, -0.94, -0.05, 0.23, 6.79, 22.56, -5.63, -0.49, 0.33, -0.07
61067, -0.93, -0.03, 0.26, 0.16, 20.67, -2.56, -0.49, 0.33, -0.08
61096, -0.94, -0.03, 0.26, -2.69, 15.65, 4.06, -0.50, 0.33, -0.09
61130, -0.94, -0.03, 0.27, -0.02, 16.13, 9.25, -0.50, 0.33, -0.09
61162, -0.93, -0.06, 0.28, 11.52, 16.42, 15.96, -0.49, 0.33, -0.10
61191, -0.93, -0.06, 0.28, -2.73, 15.85, -0.97, -0.49, 0.33, -0.10
61219, -0.93, -0.05, 0.28, -0.25, 20.96, 0.30, -0.49, 0.33, -0.11
61248, -0.92, -0.05, 0.30, 11.73, 31.18, -3.69, -0.49, 0.33, -0.13
61277, -0.91, -0.05, 0.33, 11.76, 33.49, -4.07, -0.49, 0.33, -0.13
61307, -0.88, -0.05, 0.37, 18.70, 28.02, -5.79, -0.49, 0.32, -0.14
61338, -0.88, -0.08, 0.37, 7.18, 17.69, -4.39, -0.49, 0.32, -0.14
61371, -0.93, 0.00, 0.30, -9.84, 14.49, -9.31, -0.49, 0.32, -0.15
61403, -0.91, -0.04, 0.36, 7.40, 23.22, -3.01, -0.48, 0.32, -0.15
61432, -0.89, -0.06, 0.39, -1.04, 32.19, -0.45, -0.48, 0.32, -0.15
61463, -0.91, -0.03, 0.38, 6.93, 32.10, -1.27, -0.48, 0.31, -0.17
61492, -0.89, -0.05, 0.39, 18.99, 54.29, 1.60, -0.48, 0.31, -0.17
61522, -0.83, -0.07, 0.47, 8.15, 31.93, 3.89, -0.48, 0.32, -0.19
61552, -0.83, -0.10, 0.51, 2.78, 17.14, -0.77, -0.48, 0.32, -0.21
61585, -0.83, -0.04, 0.46, -5.07, 17.26, 4.66, -0.48, 0.32, -0.21
61614, -0.86, -0.03, 0.45, 15.31, 22.51, -9.14, -0.47, 0.31, -0.21
61643, -0.86, -0.04, 0.51, 13.35, 45.29, -9.47, -0.47, 0.31, -0.21
61673, -0.83, -0.06, 0.49, 26.38, 48.66, -18.02, -0.47, 0.31, -0.23
61704, -0.79, -0.06, 0.54, 14.60, 57.48, -11.35, -0.46, 0.30, -0.25
61733, -0.76, -0.10, 0.58, 9.82, 40.14, -18.87, -0.46, 0.30, -0.25
61763, -0.80, 0.01, 0.56, -1.32, 42.67, -20.12, -0.45, 0.29, -0.27
61792, -0.79, -0.02, 0.57, 16.38, 46.99, -13.03, -0.45, 0.29, -0.27
61825, -0.74, -0.07, 0.60, 18.40, 63.28, -1.74, -0.44, 0.29, -0.30
61854, -0.71, -0.06, 0.66, 3.73, 61.59, 20.52, -0.43, 0.29, -0.32
61885, -0.61, -0.04, 0.72, -15.26, 74.62, 24.40, -0.43, 0.29, -0.32
61913, -0.93, 0.12, 0.73, -26.94, 79.07, 7.92, -0.42, 0.29, -0.36
61943, -0.56, 0.00, 0.75, -8.89, 64.47, 10.01, -0.42, 0.29, -0.36
61972, -0.50, -0.09, 0.76, -13.33, 70.13, 17.40, -0.40, 0.30, -0.40
62003, -0.52, -0.13, 0.79, -11.21, 55.59, 19.03, -0.40, 0.30, -0.40
62036, -0.59, -0.06, 0.79, -16.49, 38.45, 29.65, -0.38, 0.30, -0.42
62066, -0.50, -0.10, 0.80, -13.98, 41.35, 34.50, -0.37, 0.30, -0.44
62097, -0.46, -0.13, 0.79, -16.57, 45.94, 37.83, -0.37, 0.30, -0.44
62126, -0.48, -0.17, 0.77, -6.83, 48.48, 42.29, -0.36, 0.31, -0.46
62155, -0.43, -0.10, 0.84, -13.62, 50.44, 40.79, -0.36, 0.31, -0.46
62185, -0.49, -0.05, 0.83, -8.66, 44.45, 28.46, -0.34, 0.33, -0.47
62214, -0.52, 0.06, 0.82, 5.26, 33.10, 25.18, -0.32, 0.33, -0.48
62243, -0.32, -0.19, 0.87, 17.44, 41.85, 11.95, -0.32, 0.33, -0.48
62277, -0.32, -0.18, 0.89, 17.60, 36.41, 8.72, -0.31, 0.34, -0.51
62306, -0.36, -0.09, 0.88, 6.52, 20.12, 8.42, -0.31, 0.34, -0.51
62337, -0.40, -0.07, 0.85, 1.15, 22.04, -2.17, -0.29, 0.34, -0.51
62366, -0.28, -0.11, 0.90, -9.74, 20.69, -3.63, -0.29, 0.34, -0.52
62398, -0.34, -0.13, 0.90, -34.02, 1.63, -3.06, -0.29, 0.34, -0.52
62426, -0.32, 0.08, 0.95, -39.72, 2.77, 7.18, -0.29, 0.33, -0.52
62455, -0.32, -0.07, 1.01, 0.01, 57.26, 19.44, -0.29, 0.33, -0.52
62488, -0.21, -0.02, 0.93, 3.50, 21.85, 0.71, -0.27, 0.33, -0.54
62519, -0.48, -0.21, 0.90, -7.23, 19.57, -7.86, -0.26, 0.33, -0.55
62548, -0.27, -0.07, 0.92, 2.98, 25.21, 6.34, -0.26, 0.33, -0.55
62577, -0.27, -0.10, 0.90, 0.05, 28.43, -5.66, -0.25, 0.33, -0.54
62607, -0.30, -0.13, 0.89, 0.20, 34.74, -7.20, -0.25, 0.33, -0.54
62663, -0.17, -0.14, 0.87, -2.37, 18.68, -4.59, -0.23, 0.33, -0.56
62693, -0.25, -0.08, 0.90, -5.13, 32.80, 2.99, -0.23, 0.33, -0.56
62724, -0.21, -0.08, 0.88, -8.11, 61.51, -7.37, -0.20, 0.32, -0.58
62766, -0.14, 0.10, 1.01, -69.81, 36.04, -11.15, -0.20, 0.32, -0.58
62795, -0.14, 0.05, 0.93, 2.98, 42.15, -12.70, -0.18, 0.31, -0.59
62826, -0.11, -0.09, 0.94, 6.57, 54.64, -13.78, -0.17, 0.31, -0.59
62855, -0.02, -0.07, 0.96, 8.65, 57.11, -12.03, -0.17, 0.31, -0.59
62884, 0.09, -0.00, 1.01, 5.98, 50.61, 6.65, -0.14, 0.31, -0.61
62914, -0.05, -0.04, 0.93, 1.88, 12.61, 3.89, -0.14, 0.31, -0.61
62943, 0.06, -0.04, 1.01, 0.31, 19.55, 0.89, -0.13, 0.31, -0.61
62972, 0.00, -0.03, 0.94, -1.25, 0.77, 0.37, -0.13, 0.31, -0.61
63006, 0.00, -0.02, 0.97, 0.98, -1.06, -3.36, -0.13, 0.31, -0.61
63036, 0.02, -0.02, 0.95, 0.73, -0.60, -0.26, -0.13, 0.31, -0.61
63066, -0.03, -0.06, 0.95, 0.63, -0.75, -2.43, -0.13, 0.31, -0.61
63095, -0.01, -0.04, 0.96, 0.77, -0.76, 0.25, -0.13, 0.31, -0.61
63127, -0.00, -0.04, 0.96, 0.88, -0.82, -0.01, -0.12, 0.31, -0.61
63156, -0.00, -0.04, 0.96, 0.78, -0.76, -0.10, -0.12, 0.31, -0.61
63186, -0.00, -0.04, 0.96, 0.74, -0.74, 0.05, -0.13, 0.31, -0.60
63219, -0.00, -0.04, 0.96, 0.80, -0.88, -0.10, -0.13, 0.31, -0.60
63248, -0.00, -0.04, 0.96, 0.82, -0.85, 0.04, -0.13, 0.31, -0.61
63278, -0.00, -0.04, 0.96, 0.81, -0.85, 0.06, -0.13, 0.31, -0.61
63306, -0.00, -0.04, 0.95, 0.78, -0.81, -0.03, -0.13, 0.31, -0.61
63336, -0.00, -0.04, 0.96, 0.62, -0.81, -0.04, -0.13, 0.31, -0.61
63365, -0.00, -0.04, 0.95, 0.67, -0.88, -0.08, -0.13, 0.31, -0.61
63394, -0.00, -0.04, 0.96, 0.69, -0.75, -0.05, -0.13, 0.31, -0.61
63426, -0.00, -0.04, 0.96, 0.72, -0.73, 0.03, -0.13, 0.31, -0.61
63461, -0.00, -0.04, 0.96, 0.62, -0.75, 0.03, -0.13, 0.31, -0.62
63490, -0.00, -0.04, 0.95, 0.66, -0.61, -0.03, -0.13, 0.31, -0.62
63521, -0.00, -0.04, 0.95, 0.70, -0.80, -0.06, -0.13, 0.31, -0.62
63550, -0.00, -0.04, 0.96, 0.76, -0.58, -0.07, -0.13, 0.31, -0.62
63580, -0.00, -0.04, 0.95, 0.70, -0.80, -0.08, -0.13, 0.31, -0.62
63608, -0.00, -0.04, 0.95, 0.72, -0.66, 0.03, -0.12, 0.31, -0.61
63640, -0.00, -0.04, 0.96, 0.74, -0.75, -0.03, -0.13, 0.30, -0.61
63669, 0.00, -0.04, 0.96, 0.72, -0.67, -0.04, -0.13, 0.30, -0.61
63702, 0.00, -0.04, 0.96, 0.78, -0.85, 0.07, -0.13, 0.30, -0.62
63731, -0.00, -0.04, 0.96, 0.82, -0.69, 0.02, -0.13, 0.30, -0.62
63761, -0.00, -0.04, 0.96, 0.67, -0.78, -0.04, -0.13, 0.31, -0.62
63791, -0.00, -0.04, 0.96, 0.81, -0.85, 0.00, -0.13, 0.31, -0.60
63821, -0.00, -0.04, 0.96, 0.79, -0.76, 0.05, -0.13, 0.31, -0.60
63851, -0.00, -0.04, 0.95, 0.71, -0.73, -0.06, -0.13, 0.31, -0.62
63881, -0.00, -0.04, 0.96, 0.67, -0.62, 0.05, -0.13, 0.31, -0.62
64014, -0.00, -0.04, 0.96, 0.76, -0.91, -0.07, -0.13, 0.31, -0.61
64228, -0.00, -0.04, 0.96, 0.74, -0.69, 0.02, -0.13, 0.30, -0.61
64406, 0.00, -0.04, 0.96, 0.75, -0.80, 0.03, -0.12, 0.31, -0.61
64434, -0.00, -0.04, 0.95, 0.80, -0.81, -0.02, -0.12, 0.31, -0.61
64464, -0.00, -0.04, 0.96, 0.77, -0.75, -0.04, -0.12, 0.30, -0.61
64495, -0.00, -0.04, 0.95, 0.79, -0.85, -0.01, -0.12, 0.30, -0.61
64524, 0.00, -0.04, 0.95, 0.71, -0.88, -0.03, -0.13, 0.31, -0.62
64555, -0.00, -0.04, 0.96, 0.70, -0.81, -0.10, -0.13, 0.30, -0.61
64588, -0.00, -0.04, 0.95, 0.82, -0.83, 0.05, -0.13, 0.30, -0.61
64618, 0.00, -0.04, 0.96, 0.74, -0.79, -0.02, -0.13, 0.30, -0.62
64647, 0.00, -0.04, 0.95, 0.74, -0.80, -0.09, -0.13, 0.30, -0.62
64678, -0.00, -0.04, 0.96, 0.74, -0.94, 0.05, -0.13, 0.30, -0.61
64708, -0.00, -0.04, 0.95, 0.84, -0.87, 0.00, -0.13, 0.31, -0.61
64739, -0.00, -0.04, 0.95, 0.73, -0.80, -0.10, -0.13, 0.31, -0.61
64769, 0.00, -0.04, 0.96, 0.72, -0.89, 0.06, -0.13, 0.30, -0.61
64799, -0.00, -0.04, 0.96, 0.73, -0.89, 0.02, -0.13, 0.30, -0.61
64834, 0.00, -0.04, 0.95, 0.70, -0.93, 0.04, -0.13, 0.30, -0.62
64862, -0.00, -0.04, 0.95, 0.74, -0.86, -0.08, -0.13, 0.30, -0.61
64917, -0.00, -0.04, 0.96, 0.74, -0.74, -0.11, -0.13, 0.31, -0.62
64946, 0.00, -0.04, 0.95, 0.73, -0.90, -0.10, -0.13, 0.31, -0.62
64976, 0.00, -0.04, 0.95, 0.70, -0.80, -0.03, -0.13, 0.31, -0.62
65006, 0.00, -0.04, 0.96, 0.83, -0.88, 0.01, -0.13, 0.31, -0.62
65034, -0.00, -0.04, 0.95, 0.80, -0.75, -0.06, -0.13, 0.31, -0.61
65065, 0.00, -0.04, 0.96, 0.78, -0.88, 0.02, -0.13, 0.30, -0.61
65108, -0.00, -0.04, 0.95, 0.75, -0.85, 0.08, -0.13, 0.30, -0.61
65137, 0.00, -0.04, 0.96, 0.71, -0.79, 0.05, -0.13, 0.30, -0.61
65169, -0.00, -0.04, 0.95, 0.73, -0.84, -0.05, -0.13, 0.31, -0.62
65198, -0.00, -0.04, 0.95, 0.80, -0.82, -0.04, -0.13, 0.31, -0.62
65228, -0.00, -0.04, 0.96, 0.61, -0.87, 0.03, -0.13, 0.31, -0.62
65258, -0.00, -0.04, 0.96, 0.70, -0.75, 0.09, -0.13, 0.31, -0.62
65288, -0.00, -0.04, 0.96, 0.83, -0.86, 0.05, -0.13, 0.30, -0.61
65321, -0.00, -0.04, 0.95, 0.73, -0.83, 0.09, -0.12, 0.31, -0.61
65351, -0.00, -0.04, 0.95, 0.85, -0.77, 0.05, -0.12, 0.31, -0.61
65382, -0.00, -0.04, 0.95, 0.67, -0.75, 0.00, -0.13, 0.30, -0.62
65411, 0.00, -0.04, 0.96, 0.77, -0.94, -0.02, -0.13, 0.30, -0.62
65442, -0.00, -0.04, 0.95, 0.73, -0.88, 0.02, -0.13, 0.30, -0.61
65472, 0.00, -0.04, 0.96, 0.74, -0.92, 0.07, -0.13, 0.30, -0.61
65501, -0.00, -0.04, 0.95, 0.81, -0.80, 0.04, -0.13, 0.30, -0.61
65530, 0.00, -0.04, 0.95, 0.71, -0.85, 0.04, -0.13, 0.31, -0.61
65563, 0.00, -0.04, 0.95, 0.67, -0.86, -0.02, -0.13, 0.31, -0.61
65593, -0.00, -0.04, 0.95, 0.74, -0.83, -0.01, -0.13, 0.31, -0.61
65624, 0.00, -0.04, 0.96, 0.77, -0.83, 0.10, -0.13, 0.31, -0.61
65653, 0.00, -0.04, 0.96, 0.81, -0.82, 0.08, -0.13, 0.31, -0.61
65683, 0.00, -0.04, 0.95, 0.66, -0.94, -0.03, -0.13, 0.31, -0.61
65712, -0.00, -0.04, 0.95, 0.77, -0.82, 0.02, -0.13, 0.31, -0.61
65742, -0.00, -0.04, 0.95, 0.75, -0.80, 0.00, -0.13, 0.30, -0.62
65772, -0.00, -0.04, 0.95, 0.67, -0.86, 0.10, -0.13, 0.30, -0.62
65804, -0.00, -0.04, 0.95, 0.76, -0.89, 0.01, -0.13, 0.30, -0.62
65832, 0.00, -0.04, 0.95, 0.81, -0.86, -0.03, -0.13, 0.30, -0.62
65863, -0.00, -0.04, 0.95, 0.51, -0.81, -0.01, -0.13, 0.30, -0.62
65892, -0.00, -0.04, 0.95, 0.82, -0.96, -0.02, -0.13, 0.30, -0.62
65923, -0.00, -0.04, 0.95, 0.87, -0.81, -0.08, -0.13, 0.30, -0.62
65951, -0.00, -0.04, 0.95, 0.80, -0.80, 0.08, -0.13, 0.30, -0.61
65982, 0.00, -0.04, 0.95, 0.72, -0.93, -0.16, -0.13, 0.30, -0.62
66010, -0.00, -0.04, 0.95, 0.81, -0.85, 0.02, -0.13, 0.30, -0.62
66043, -0.00, -0.04, 0.95, 0.74, -1.00, -0.03, -0.13, 0.30, -0.61
66073, 0.00, -0.04, 0.95, 0.57, -0.89, -0.01, -0.13, 0.30, -0.61
66103, 0.00, -0.04, 0.96, 0.65, -0.81, 0.03, -0.13, 0.30, -0.61
66132, 0.00, -0.04, 0.96, 0.81, -0.86, 0.05, -0.13, 0.31, -0.61
66163, 0.00, -0.04, 0.96, 0.78, -0.77, 0.03, -0.13, 0.31, -0.61
66192, 0.00, -0.04, 0.95, 0.67, -0.79, -0.04, -0.13, 0.30, -0.61
66222, -0.00, -0.04, 0.95, 0.65, -0.73, -0.03, -0.13, 0.30, -0.61
66256, 0.00, -0.04, 0.95, 0.76, -0.81, -0.03, -0.13, 0.31, -0.61
66286, 0.00, -0.04, 0.95, 0.66, -0.93, 0.07, -0.13, 0.30, -0.62
